decibels	sensor_id	longitude	lattitude	timestamp	81	244	406	569	732	895	1057	1220	1383	1546	1708	1871	2034	2197	2359	2522	datetime
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	time
																					class
52.98048	0.0	14.497768042229504	46.18749776136103	1601476070.0	67212.2	73473.11	35841.63	19787.63	13874.72	6211.436	6151.45	7271.878	6456.944	2620.032	2704.771	4125.404	4861.803	2967.192	4428.274	3954.403	1601483270.0
53.92817	0.0	14.497768042229504	46.18749776136103	1601476069.0	53903.9	81062.66	42165.27	42788.11	15346.9	6722.482	9252.148	10123.65	7127.682	4112.037	3462.318	2954.377	2119.016	3759.326	4008.514	4117.503	1601483269.0
54.00289	0.0	14.497768042229504	46.18749776136103	1601476068.0	41255.84	67023.45	63119.05	25979.79	19338.65	11636.47	5988.143	6914.33	7341.739	3844.785	2294.955	2705.708	3845.455	3860.288	2387.778	3944.501	1601483268.0
56.4754	0.0	14.497768042229504	46.18749776136103	1601476067.0	69336.85	99078.46	77116.43	17413.96	25067.21	17976.0	12287.34	5610.211	6749.52	2451.496	2650.957	4197.126	3081.762	3433.904	3611.392	3439.672	1601483267.0
55.10876	0.0	14.497768042229504	46.18749776136103	1601476066.0	67180.81	99286.87	44413.07	11321.06	30178.34	12549.56	12399.94	6657.689	8398.76	6333.58	4676.355	2152.904	3898.342	4210.847	4825.681	3285.659	1601483266.0
57.12094	0.0	14.497768042229504	46.18749776136103	1601476065.0	72718.86	105582.8	87855.88	26208.44	45463.45	17081.75	9364.372	12272.11	7317.826	5199.652	6266.791	5610.726	3399.799	5412.271	5318.813	6783.721	1601483265.0
56.18606	0.0	14.497768042229504	46.18749776136103	1601476064.0	73657.64	74282.79	86870.73	32342.45	35921.16	16600.78	12788.71	9292.23	4197.94	7347.553	4042.352	4688.13	6404.832	7467.559	2895.96	4825.983	1601483264.0
56.03398	0.0	14.497768042229504	46.18749776136103	1601476063.0	55396.07	102613.7	76456.81	28284.99	16182.0	10685.17	8271.375	12107.58	7909.049	6226.842	6305.534	3942.425	5769.764	5931.723	5474.617	3326.495	1601483263.0
57.83138	0.0	14.497768042229504	46.18749776136103	1601476062.0	45128.75	89716.13	117423.3	47420.24	15083.79	10514.05	10330.08	6967.821	7222.027	4102.348	2986.063	2277.112	6529.308	3302.543	4548.496	4656.129	1601483262.0
58.01279	0.0	14.497768042229504	46.18749776136103	1601476061.0	59997.48	95091.2	117294.3	26616.73	18443.18	15326.3	5440.029	9749.456	5621.074	5726.6	6048.026	6300.415	5927.885	4078.979	4571.879	3678.779	1601483261.0
55.08846	0.0	14.497768042229504	46.18749776136103	1601476060.0	31144.12	79368.88	66978.51	48614.24	19046.19	14821.32	15325.97	7533.893	3598.636	4982.532	4901.352	3644.41	5298.731	5164.343	3980.827	6125.495	1601483260.0
55.68591	0.0	14.497768042229504	46.18749776136103	1601476059.0	41449.18	78460.27	80914.39	45693.17	24617.04	13474.98	8054.134	9357.179	5734.112	3396.58	3097.853	4988.58	5106.658	3536.952	3447.966	3984.029	1601483259.0
53.74387	0.0	14.497768042229504	46.18749776136103	1601476058.0	53598.86	59976.78	50319.57	45878.53	24383.68	10514.65	8110.76	8082.912	4043.382	2233.877	5106.044	3753.399	4991.969	4658.974	3221.041	3996.013	1601483258.0
53.76225	0.0	14.497768042229504	46.18749776136103	1601476057.0	31788.44	75664.72	36818.75	35615.75	17172.3	10186.18	9223.879	6750.576	2953.002	4982.954	2928.852	3560.542	3622.399	3762.984	2883.229	3748.779	1601483257.0
54.05483	0.0	14.497768042229504	46.18749776136103	1601476056.0	39685.43	81920.16	35049.05	49808.35	17161.01	7637.754	9258.743	5841.146	5619.72	4177.431	3449.854	3662.007	2516.064	1682.064	3477.271	2152.79	1601483256.0
54.78936	0.0	14.497768042229504	46.18749776136103	1601476055.0	65724.15	63791.91	74025.43	26998.58	13935.95	10125.6	4708.583	7713.891	3373.025	4722.769	3212.086	3656.594	2002.241	1894.313	2325.85	2407.777	1601483255.0
53.7412	0.0	14.497768042229504	46.18749776136103	1601476054.0	40554.91	77682.27	26025.59	22616.3	26879.6	11466.41	5055.433	5950.231	4105.814	3132.492	3544.579	1611.151	2474.977	3722.104	4388.347	2920.715	1601483254.0
51.22655	0.0	14.497768042229504	46.18749776136103	1601476053.0	64349.57	36728.5	39188.77	22154.4	11101.35	6135.682	9128.885	5678.422	4902.14	2937.836	4401.245	3136.513	3564.836	2926.822	3390.48	2997.788	1601483253.0
55.91066	0.0	14.497768042229504	46.18749776136103	1601476052.0	56812.58	74795.04	87468.66	32485.72	10245.24	8940.582	6950.158	2951.351	6299.337	4853.354	2794.857	4666.857	3599.875	3611.255	3844.547	4367.576	1601483252.0
55.12928	0.0	14.497768042229504	46.18749776136103	1601476051.0	70040.84	86354.74	35607.36	36956.55	29634.38	13686.33	13027.23	9093.413	5794.742	5678.778	4760.549	5250.736	5508.156	4405.208	3658.682	4137.293	1601483251.0
54.27943	0.0	14.497768042229504	46.18749776136103	1601476050.0	70555.88	83776.71	31924.04	16294.18	11969.92	10263.8	11799.58	6448.349	4690.4	4495.858	2696.54	2252.541	2727.44	3881.135	3988.146	2575.885	1601483250.0
54.97144	0.0	14.497768042229504	46.18749776136103	1601476049.0	54712.88	92677.34	41290.75	19497.54	18732.68	10160.98	10124.4	7747.539	4268.578	3624.203	1327.365	2611.71	2373.471	2791.268	3558.35	4556.078	1601483249.0
53.47139	0.0	14.497768042229504	46.18749776136103	1601476048.0	67136.84	62066.96	37594.87	19330.86	32210.02	11161.42	8882.504	5449.73	5231.508	6597.085	2699.357	3396.988	3596.063	2518.451	3291.818	2661.526	1601483248.0
52.17108	0.0	14.497768042229504	46.18749776136103	1601476047.0	72170.28	45816.27	42666.8	26612.2	28234.25	24374.7	11303.64	3671.101	4539.257	4878.949	3103.997	2171.151	2644.597	5194.742	3682.447	3344.88	1601483247.0
53.62431	0.0	14.497768042229504	46.18749776136103	1601476046.0	51344.15	82292.46	40677.84	15917.28	33504.79	17830.15	9630.675	3707.407	3884.104	4416.201	2785.209	2465.675	3351.869	2425.988	2397.308	3901.959	1601483246.0
53.54932	0.0	14.497768042229504	46.18749776136103	1601476045.0	60129.54	69948.66	37467.59	29529.96	14869.59	12614.49	4691.58	5908.411	2906.87	6076.779	5182.911	3369.204	3947.638	3066.68	1741.738	2730.956	1601483245.0
53.56849	0.0	14.497768042229504	46.18749776136103	1601476044.0	45669.01	91294.14	49119.37	20670.33	14155.05	8602.697	6753.764	5608.139	6304.327	5997.54	3837.798	3062.828	3789.057	2025.167	3611.037	2265.157	1601483244.0
53.39312	0.0	14.497768042229504	46.18749776136103	1601476043.0	77679.8	56370.68	35325.57	25725.89	23434.06	9447.652	7531.304	6659.959	4789.241	3275.502	3600.315	4005.951	3931.687	5236.979	3488.873	4195.977	1601483243.0
55.21194	0.0	14.497768042229504	46.18749776136103	1601476042.0	61469.2	84047.41	59527.13	42836.98	18927.83	12134.99	7746.65	6719.176	8799.274	5141.5	4373.141	3169.456	3610.282	3254.17	1993.546	3040.134	1601483242.0
55.21767	0.0	14.497768042229504	46.18749776136103	1601476041.0	49045.46	89898.98	69416.0	30293.03	25853.61	18043.7	11890.52	5988.133	3818.73	6378.867	5767.588	3892.961	3789.043	3874.832	3520.043	4218.876	1601483241.0
56.53083	0.0	14.497768042229504	46.18749776136103	1601476040.0	51477.61	109883.0	61581.37	53403.5	17897.36	11143.23	11877.46	8873.393	10125.74	10131.33	5003.81	3861.486	4691.579	4455.934	4537.301	3597.92	1601483240.0
57.3896	0.0	14.497768042229504	46.18749776136103	1601476039.0	66160.67	73581.28	93011.25	19695.53	19413.66	19403.44	12099.89	7015.462	6495.332	6867.703	5843.459	3974.618	6315.701	5316.855	4617.228	4476.752	1601483239.0
57.18147	0.0	14.497768042229504	46.18749776136103	1601476038.0	56424.79	101428.4	71368.92	39841.45	22066.3	12909.21	9357.274	5843.488	5959.859	5837.892	4634.576	4310.334	4872.578	7096.777	5840.521	4148.685	1601483238.0
57.1087	0.0	14.497768042229504	46.18749776136103	1601476037.0	62486.37	57923.06	95618.56	44572.14	34477.17	26591.88	18427.93	16879.72	7371.026	6288.796	7478.307	4977.062	6931.853	5683.454	6062.328	4288.545	1601483237.0
56.11545	0.0	14.497768042229504	46.18749776136103	1601476036.0	81879.7	95719.01	61778.96	39434.14	26365.82	15757.35	12390.25	4101.751	4746.858	5213.86	4717.401	7094.969	5899.801	3488.251	3640.844	2570.41	1601483236.0
55.73238	0.0	14.497768042229504	46.18749776136103	1601476035.0	77574.43	79492.57	71907.59	34726.89	15106.03	16160.21	8704.986	4220.757	5771.091	1861.75	3849.955	3321.804	3258.233	4012.465	2557.674	3136.056	1601483235.0
58.55591	0.0	14.497768042229504	46.18749776136103	1601476034.0	85708.18	84492.07	106119.3	73072.8	23563.36	11958.59	9280.313	7046.979	6656.785	4305.909	2992.039	5857.361	4289.761	3832.793	4107.194	3539.584	1601483234.0
58.0388	0.0	14.497768042229504	46.18749776136103	1601476033.0	84549.99	119807.2	62295.79	66045.16	29087.79	25739.38	10591.44	5943.144	6074.593	6315.054	3283.101	4221.486	5494.658	5529.802	3293.798	4085.537	1601483233.0
58.63807	0.0	14.497768042229504	46.18749776136103	1601476032.0	73067.24	143426.1	59814.39	60028.05	25289.9	16307.97	9883.287	7022.908	10350.56	7830.831	4490.699	5477.908	6352.792	5085.633	5093.099	5771.71	1601483232.0
56.87848	0.0	14.497768042229504	46.18749776136103	1601476031.0	55275.85	111912.8	48255.2	39615.77	32389.37	10900.99	13955.98	8114.735	5608.266	5132.691	6120.533	6488.89	4168.354	4113.499	7192.85	5027.587	1601483231.0
58.71994	0.0	14.497768042229504	46.18749776136103	1601476030.0	74101.34	126375.9	60923.85	65220.35	31952.95	10927.86	8339.301	8729.785	10210.39	7074.348	3915.733	4477.17	3965.543	6768.834	7241.642	4205.74	1601483230.0
59.27439	0.0	14.497768042229504	46.18749776136103	1601476029.0	69835.7	113717.1	73806.75	98824.02	45866.54	15950.0	12904.41	10719.74	6624.92	8107.523	5158.833	8289.681	6342.264	4659.247	4762.753	9325.576	1601483229.0
58.53216	0.0	14.497768042229504	46.18749776136103	1601476028.0	88455.71	119810.9	57112.67	96019.85	32208.79	29109.33	10135.42	8016.056	9706.915	8447.559	4672.067	5707.62	3142.044	5861.13	7682.74	5668.642	1601483228.0
59.07955	0.0	14.497768042229504	46.18749776136103	1601476027.0	84145.91	112483.0	102309.0	73048.08	19966.81	18477.63	9551.499	6175.422	5939.066	4947.604	5890.447	4602.784	6072.64	6462.453	6917.3	5660.393	1601483227.0
56.77698	0.0	14.497768042229504	46.18749776136103	1601476026.0	44340.23	91393.42	43607.2	70633.27	31554.44	10459.3	7800.509	6407.498	8506.132	6967.357	10088.44	4737.3	6494.396	5901.157	6178.711	7347.825	1601483226.0
55.79903	0.0	14.497768042229504	46.18749776136103	1601476025.0	71790.74	87075.01	62723.96	65723.52	41389.93	21431.54	10910.57	15207.58	12929.0	7362.824	8155.125	5304.762	7777.141	6814.297	5652.938	6979.713	1601483225.0
55.53659	0.0	14.497768042229504	46.18749776136103	1601476024.0	71429.34	87994.8	37659.04	44276.26	45430.13	11225.89	10484.94	7171.765	11628.97	14088.04	9523.446	6063.449	5364.442	5082.753	5508.745	4190.472	1601483224.0
56.36919	0.0	14.497768042229504	46.18749776136103	1601476023.0	82272.76	108643.0	69066.41	31182.03	18985.1	23094.15	12469.35	17163.98	12174.47	7707.136	8600.229	6606.871	1762.634	8282.989	6276.078	5413.717	1601483223.0
55.88423	0.0	14.497768042229504	46.18749776136103	1601476022.0	38518.05	92966.7	73119.09	14608.98	32404.3	26793.63	12285.61	12666.33	15949.3	6507.105	6363.757	6456.666	5010.838	6882.962	9999.023	5731.291	1601483222.0
58.56287	0.0	14.497768042229504	46.18749776136103	1601476021.0	54360.49	161396.3	29610.45	59362.87	35996.37	11344.6	11652.15	10437.14	7983.751	8027.112	7977.687	6375.172	6334.386	9651.688	6863.607	11408.68	1601483221.0
59.15817	0.0	14.497768042229504	46.18749776136103	1601476020.0	64197.69	130699.1	40021.34	107584.8	48009.59	34728.34	11897.9	16028.2	13429.43	13023.47	9556.941	8342.788	8195.316	10078.03	8479.288	9696.989	1601483220.0
58.85109	0.0	14.497768042229504	46.18749776136103	1601476019.0	50632.88	162208.2	48415.55	70939.45	41382.34	33605.14	31815.92	9953.628	16487.98	7674.931	7985.533	4744.288	4725.003	7436.28	6502.154	5656.254	1601483219.0
56.11417	0.0	14.497768042229504	46.18749776136103	1601476018.0	47643.0	114168.8	34209.23	43823.04	51213.92	25730.13	13895.68	9340.642	15453.99	6646.214	7127.857	6067.458	4113.249	5469.214	8244.095	7392.716	1601483218.0
56.09786	0.0	14.497768042229504	46.18749776136103	1601476017.0	73518.12	90171.36	51402.45	41902.34	22271.95	22238.46	11241.36	11211.19	10218.85	8598.469	4126.013	6735.034	5264.123	6789.557	5593.751	6916.514	1601483217.0
55.76501	0.0	14.497768042229504	46.18749776136103	1601476016.0	75470.34	85843.43	41322.96	42458.63	47471.37	14047.24	7175.226	9838.454	6144.172	3603.359	3469.175	5171.163	6618.597	6926.19	6165.366	5928.223	1601483216.0
56.89944	0.0	14.497768042229504	46.18749776136103	1601476015.0	73356.69	123068.7	37462.84	26858.66	22415.33	11264.52	9212.673	11164.3	9739.961	7762.949	7719.137	4466.362	2776.294	5099.323	6740.827	3833.799	1601483215.0
55.09748	0.0	14.497768042229504	46.18749776136103	1601476014.0	59655.13	65624.01	40556.3	28884.06	21251.13	10999.98	7475.503	12016.08	7549.177	8090.454	4225.518	7838.959	5149.646	5284.883	5739.582	5996.042	1601483214.0
55.33476	0.0	14.497768042229504	46.18749776136103	1601476013.0	59164.48	87610.7	61269.02	35331.35	27428.35	17418.01	7763.612	4901.917	6183.394	5278.507	3984.739	3542.615	4446.694	3954.652	5187.106	6887.083	1601483213.0
57.26192	0.0	14.497768042229504	46.18749776136103	1601476012.0	68720.12	111968.0	58829.21	41962.73	11883.5	12612.56	8941.488	10910.59	4312.485	4227.032	3307.058	4488.276	3567.16	4031.644	3456.544	5531.886	1601483212.0
56.27281	0.0	14.497768042229504	46.18749776136103	1601476011.0	48344.96	119682.7	54200.02	24449.23	13915.22	13003.83	11061.67	7661.287	4307.657	6108.222	4744.81	3420.488	2167.17	4824.85	4019.755	4463.408	1601483211.0
56.95282	0.0	14.497768042229504	46.18749776136103	1601476010.0	38049.46	119990.2	64536.87	24783.8	13209.71	22458.5	7868.212	9836.165	5901.308	4789.4	7209.519	6382.077	3686.997	6312.854	3881.505	5399.262	1601483210.0
58.38495	0.0	14.497768042229504	46.18749776136103	1601476009.0	43896.79	139647.8	78045.09	53691.28	34085.98	12455.45	21578.12	9037.355	7357.001	5492.656	5918.844	3925.581	4470.158	4531.821	8316.756	2348.654	1601483209.0
56.13139	0.0	14.497768042229504	46.18749776136103	1601476008.0	44446.59	112725.2	59905.64	47959.52	28126.95	13992.92	11992.66	11311.67	8770.34	5513.106	5833.18	7412.343	5264.756	6458.846	11215.85	7392.134	1601483208.0
58.27733	0.0	14.497768042229504	46.18749776136103	1601476007.0	53813.27	162733.1	46939.48	39288.46	21760.28	12455.0	8817.018	9694.544	7952.502	8098.704	7264.69	7729.985	5734.366	6290.557	5719.922	4820.331	1601483207.0
55.27864	0.0	14.497768042229504	46.18749776136103	1601476006.0	60293.86	81061.58	57185.69	30532.35	36055.46	23846.47	13457.38	7023.975	9546.965	3586.236	6198.239	3271.667	4212.917	6183.13	5174.52	5680.057	1601483206.0
58.92849	0.0	14.497768042229504	46.18749776136103	1601476005.0	72868.34	130566.8	120343.5	34300.23	25414.24	25132.63	12990.14	6450.578	14218.17	5186.459	8166.145	4696.269	6667.109	9824.304	5750.71	4491.735	1601483205.0
56.26423	0.0	14.497768042229504	46.18749776136103	1601476004.0	41580.22	99794.36	62812.34	36498.92	39557.63	22746.03	9127.4	10133.84	7865.438	5336.316	5682.493	6940.726	3922.752	4810.293	9182.733	6214.442	1601483204.0
56.59973	0.0	14.497768042229504	46.18749776136103	1601476003.0	65128.42	100672.4	88265.95	29778.64	39015.65	22658.23	10497.59	9356.188	7372.708	6448.884	4990.762	4897.631	4670.762	5065.99	7186.43	5993.199	1601483203.0
57.83678	0.0	14.497768042229504	46.18749776136103	1601476002.0	88958.6	114183.1	87603.73	18013.56	40938.16	18395.12	9244.849	9620.633	11379.65	4680.793	5989.803	4008.907	7115.186	7426.109	7063.809	6614.427	1601483202.0
56.51903	0.0	14.497768042229504	46.18749776136103	1601476001.0	54132.77	97963.27	76338.09	28000.36	54316.25	16907.02	12608.36	4458.834	5906.112	6757.421	5336.3	4715.447	5492.907	12002.69	10724.7	5998.521	1601483201.0
53.98227	0.0	14.497768042229504	46.18749776136103	1601476000.0	59727.87	54897.13	68618.0	47127.04	20252.1	14573.18	9580.134	13723.13	5239.647	5069.267	5328.521	3568.653	7591.74	10301.43	9155.478	4122.581	1601483200.0
56.68796	0.0	14.497768042229504	46.18749776136103	1601475999.0	69664.8	67396.37	46411.3	91878.13	40296.34	17024.6	11627.29	12055.23	10993.26	5298.169	6558.234	4444.161	5609.057	6669.792	12662.67	9824.793	1601483199.0
57.91164	0.0	14.497768042229504	46.18749776136103	1601475998.0	49644.25	95285.12	85547.88	76004.52	14944.78	14086.18	10978.06	9624.077	8924.918	6149.617	7200.903	4256.894	4027.173	10418.53	8273.399	4994.904	1601483198.0
61.08419	0.0	14.497768042229504	46.18749776136103	1601475997.0	73514.13	201521.0	71440.99	33465.9	29625.55	18881.28	17893.45	6648.835	9036.756	6947.577	9727.271	3826.354	9423.901	8912.917	7937.073	4029.841	1601483197.0
58.36816	0.0	14.497768042229504	46.18749776136103	1601475996.0	62963.28	138942.6	81261.29	31078.93	42896.94	19013.68	13310.66	5231.547	5370.145	3984.273	4794.97	6083.933	8377.286	6335.974	7988.785	7765.79	1601483196.0
55.52904	0.0	14.497768042229504	46.18749776136103	1601475995.0	44823.6	91715.84	46699.77	65827.72	26754.61	14580.96	19226.42	6715.696	7806.995	9838.593	5367.787	6304.394	9044.728	7120.955	6336.119	4446.546	1601483195.0
55.41866	0.0	14.497768042229504	46.18749776136103	1601475994.0	71874.9	99309.7	45447.05	37205.09	19265.53	14590.21	10464.66	9192.047	6637.884	5424.691	5383.493	4928.568	4799.982	7060.487	5924.566	4707.946	1601483194.0
55.00043	0.0	14.497768042229504	46.18749776136103	1601475993.0	44272.65	75402.61	66244.52	25347.59	21585.06	12169.18	10924.33	11540.71	6563.614	5985.684	5465.546	5418.068	7057.418	5532.811	5588.497	5393.313	1601483193.0
55.29565	0.0	14.497768042229504	46.18749776136103	1601475992.0	50865.25	96325.14	36886.26	41010.08	21828.64	13864.76	10554.64	12025.33	5151.2	6177.436	4085.291	4054.239	3985.395	3874.842	3861.014	5400.319	1601483192.0
55.28639	0.0	14.497768042229504	46.18749776136103	1601475991.0	50434.63	91603.64	41909.36	41397.81	25612.28	15107.67	12736.15	10149.97	6563.961	7576.4	4151.857	3984.82	4697.962	5219.688	6649.787	7465.025	1601483191.0
54.29516	0.0	14.497768042229504	46.18749776136103	1601475990.0	52778.62	64300.61	71451.96	37541.8	25231.92	10470.65	9223.99	11948.65	5182.635	7631.147	5677.356	4740.267	4479.857	4857.5	3646.567	2924.355	1601483190.0
53.91978	0.0	14.497768042229504	46.18749776136103	1601475989.0	58241.01	70523.91	49775.76	37449.49	28723.44	19156.55	11115.19	4921.793	7278.271	5147.895	3985.851	4776.708	3563.021	3622.283	3084.419	2168.923	1601483189.0
54.11355	0.0	14.497768042229504	46.18749776136103	1601475988.0	47061.18	62294.32	61056.93	34027.35	23094.07	13360.18	5111.396	5564.689	4185.385	6794.024	4053.021	2454.117	6034.155	2445.072	7175.766	2454.352	1601483188.0
54.59579	0.0	14.497768042229504	46.18749776136103	1601475987.0	46623.1	57906.81	73985.48	16479.73	17714.21	13704.24	5041.127	6002.267	4794.174	4090.226	3850.828	4675.989	3671.652	7188.671	4773.084	4797.662	1601483187.0
55.32423	0.0	14.497768042229504	46.18749776136103	1601475986.0	74518.93	67454.38	75425.93	20045.13	30783.79	15196.46	8994.111	6080.467	3358.864	3639.153	2602.381	3651.91	4711.519	5567.056	4449.361	3965.468	1601483186.0
54.35563	0.0	14.497768042229504	46.18749776136103	1601475985.0	52538.19	86529.7	39344.47	37120.76	35408.68	16748.24	8331.422	9493.096	5834.094	3622.554	2366.077	2137.807	3123.802	4587.546	2784.596	3534.901	1601483185.0
55.59382	0.0	14.497768042229504	46.18749776136103	1601475984.0	64052.59	103867.6	46042.41	31866.85	19490.76	12142.4	9607.904	11067.82	4166.582	3487.027	5049.289	6527.652	4838.131	5140.188	4354.399	3414.322	1601483184.0
56.29535	0.0	14.497768042229504	46.18749776136103	1601475983.0	50361.0	103042.8	50200.65	21809.86	27397.82	22972.26	10202.97	7586.308	5370.871	5550.881	3764.888	6124.112	4999.663	8508.14	6302.542	6945.914	1601483183.0
55.47446	0.0	14.497768042229504	46.18749776136103	1601475982.0	41603.43	76422.83	63615.16	40757.11	33578.01	13407.09	14233.72	7944.519	5695.015	4443.305	5146.598	9116.328	4968.763	6564.204	5587.33	7638.197	1601483182.0
55.88382	0.0	14.497768042229504	46.18749776136103	1601475981.0	56297.09	103533.3	29159.89	56786.84	18862.68	17080.54	14675.29	10442.25	7627.483	6156.618	5221.72	5366.725	6041.728	10092.15	7209.143	5389.229	1601483181.0
57.38	0.0	14.497768042229504	46.18749776136103	1601475980.0	78405.69	123704.6	52864.4	36202.57	15097.3	19220.77	13512.69	16957.53	8092.064	5344.967	5629.941	6358.232	5790.727	5426.314	8819.779	4142.07	1601483180.0
57.95744	0.0	14.497768042229504	46.18749776136103	1601475979.0	67101.16	116829.0	100034.0	48818.45	15609.16	16129.79	13692.94	11638.31	9298.958	8645.878	6180.547	5073.132	3815.053	7279.15	5949.092	5213.991	1601483179.0
57.14616	0.0	14.497768042229504	46.18749776136103	1601475978.0	85286.85	137596.4	36152.73	22704.65	18565.57	20703.21	16805.66	6568.117	6893.956	3882.771	4835.578	4744.789	4428.248	4779.103	5666.618	3757.342	1601483178.0
56.61726	0.0	14.497768042229504	46.18749776136103	1601475977.0	68472.78	93159.09	68131.3	52385.77	27982.44	13396.49	13723.82	10028.06	4382.848	6969.318	6266.612	6165.053	3411.614	7436.448	3041.968	4287.137	1601483177.0
57.27539	0.0	14.497768042229504	46.18749776136103	1601475976.0	77264.51	102790.3	69922.64	27778.11	35830.35	18566.18	10788.85	13081.72	9100.966	4495.617	5170.161	5879.743	4994.625	4504.996	3810.998	5224.004	1601483176.0
57.21286	0.0	14.497768042229504	46.18749776136103	1601475975.0	66150.95	100945.1	18765.03	43508.25	18943.13	18015.12	5774.407	4429.751	7587.038	7873.374	4023.991	5811.86	3030.993	4161.042	3050.583	2162.101	1601483175.0
58.61349	0.0	14.497768042229504	46.18749776136103	1601475974.0	97150.99	110183.4	70112.8	30582.76	30126.37	23004.76	14802.63	7365.462	6691.528	5355.498	4218.097	4569.43	6201.44	5908.203	5068.762	4900.848	1601483174.0
