datetime	sensor_0	sensor_1	sensor_2
time	continuous	continuous	continuous
	class	class	class
1601483169.0	67.05743	59.20826	77.94189
1601483168.0	65.47324	59.14538	76.04851
1601483167.0	64.58179	57.5043	78.4922
1601483166.0	63.81281	58.64772	77.12076
1601483165.0	61.73016	57.24856	75.55042
1601483164.0	65.81114	56.94438	77.39371
1601483163.0	62.36504	56.02837	78.46908
1601483162.0	63.74078	57.22559	77.06197
1601483161.0	63.68527	56.06705	76.68398
1601483160.0	61.45971	55.8204	75.95898
1601483159.0	62.32771	55.06348	75.19405
1601483158.0	63.17785	53.91682	75.20639
1601483157.0	65.40641	56.14877	74.49705
1601483156.0	61.96757	54.51877	72.47105
1601483155.0	64.05122	56.17114	76.44995
1601483154.0	63.58091	57.04929	76.37308
1601483153.0	62.50852	52.77124	75.83176
1601483152.0	59.36961	54.92572	76.28782
1601483151.0	61.72229	54.46748	73.74631
1601483150.0	62.04945	55.83679	73.44304
1601483149.0	63.70284	57.42777	75.22825
1601483148.0	64.10008	55.69297	74.36729
1601483147.0	65.18771	53.06178	72.70532
1601483146.0	64.50556	54.04702	76.03742
1601483145.0	62.92391	56.82013	76.43611
1601483144.0	59.88814	56.24521	75.263
1601483143.0	63.49653	57.56038	77.34942
1601483142.0	59.56719	52.89427	74.1215
1601483141.0	60.59531	55.26361	73.68295
1601483140.0	62.96556	54.80183	73.90991
1601483139.0	61.74268	56.41909	73.83263
1601483138.0	61.52823	56.43128	75.50626
1601483137.0	63.76354	56.49674	71.91055
1601483136.0	61.12	53.72181	71.33379
1601483135.0	60.41693	52.40633	74.14929
1601483134.0	62.2484	55.97448	73.32458
1601483133.0	61.39631	54.26786	75.02047
1601483132.0	62.84019	55.74237	74.93027
1601483131.0	63.65273	53.67935	75.17132
1601483130.0	59.42809	52.27809	72.06557
1601483129.0	59.89666	54.2368	76.45768
1601483128.0	61.59152	54.84583	78.08778
1601483127.0	62.08289	56.09225	76.31682
1601483126.0	61.65738	55.24791	76.36224
1601483125.0	59.52856	54.86212	76.05467
1601483124.0	61.662	54.62724	74.54247
1601483123.0	63.82565	55.81204	74.08858
1601483122.0	62.26252	53.71923	74.18745
1601483121.0	61.9328	53.20955	72.90511
1601483120.0	64.13099	58.43753	77.21584
1601483119.0	60.82646	53.57436	73.05623
1601483118.0	61.80125	54.52841	72.08134
1601483117.0	61.9682	59.43427	76.22565
1601483116.0	63.22443	57.15455	78.31007
1601483115.0	64.24486	58.79089	79.62885
1601483114.0	65.74658	57.58644	73.14394
1601483113.0	64.41596	52.51877	74.19409
1601483112.0	64.80661	54.32426	71.70512
1601483111.0	63.90603	53.09776	73.37108
1601483110.0	65.07433	55.90768	74.40127
1601483109.0	65.47215	53.34528	74.51965
1601483108.0	64.68459	58.54288	75.08523
1601483107.0	63.97962	57.80404	73.78959
1601483106.0	64.46725	57.69903	76.5082
1601483105.0	64.00366	57.78536	79.60399
1601483104.0	62.67412	56.60904	79.41535
1601483103.0	60.92288	56.79879	76.91299
1601483102.0	63.44264	56.24276	78.25076
1601483101.0	63.64273	55.58946	75.51092
1601483100.0	65.59306	57.55112	73.56117
1601483099.0	65.81793	54.68924	71.53707
1601483098.0	64.21262	53.94601	74.01582
1601483097.0	62.9497	53.95565	78.20579
1601483096.0	61.33183	55.8667	80.12495
1601483095.0	60.03799	55.67294	79.82034
1601483094.0	65.76784	55.97586	77.58488
1601483093.0	63.72347	56.11985	77.3363
1601483092.0	61.4314	56.84021	75.31008
1601483091.0	59.13618	54.97505	77.10339
1601483090.0	63.18835	55.48041	79.73943
1601483089.0	61.25567	54.43354	79.12622
1601483088.0	62.3062	52.01043	74.88158
1601483087.0	65.02342	56.16903	77.7038
1601483086.0	64.90791	56.78315	78.81971
1601483085.0	64.66914	56.34683	78.57814
1601483084.0	63.25678	55.32764	79.1814
1601483083.0	62.70419	55.03551	76.92778
1601483082.0	62.8525	55.59468	75.47664
1601483081.0	65.56455	58.07331	77.9498
1601483080.0	63.50521	55.27517	75.79366
1601483079.0	62.92701	54.21951	74.34575
1601483078.0	63.82893	55.19515	76.62894
1601483077.0	64.60065	55.31716	77.19181
1601483076.0	64.03454	55.5121	77.4199
1601483075.0	62.35986	55.85707	77.43269
1601483074.0	63.7895	52.19271	75.80471
1601483073.0	63.80497	56.13458	77.15156
1601483072.0	63.67683	54.24351	77.96355
1601483071.0	64.03998	54.76631	75.42081
1601483070.0	63.09226	54.16844	76.53828
1601483069.0	65.41058	54.6787	75.10188
1601483068.0	66.48915	56.20716	73.41157
1601483067.0	66.27835	56.87513	77.49882
1601483066.0	63.13581	55.69535	77.88898
1601483065.0	62.12291	55.48783	78.30772
1601483064.0	67.57672	59.16388	76.88377
1601483063.0	65.25281	58.01083	78.34806
1601483062.0	61.58227	58.37994	79.06746
1601483061.0	64.19338	59.0332	80.06275
1601483060.0	64.45621	57.80253	79.31705
1601483059.0	62.83896	56.44484	79.49887
1601483058.0	61.66936	57.36108	77.15911
1601483057.0	61.43776	55.79035	75.36783
1601483056.0	61.3497	55.85909	76.08741
1601483055.0	62.1084	57.65984	73.87295
1601483054.0	60.92453	56.07769	75.58162
1601483053.0	62.08698	57.54958	74.08305
1601483052.0	63.07423	57.38099	73.91193
1601483051.0	61.40548	54.76271	73.4994
1601483050.0	63.17495	55.58969	71.66882
1601483049.0	61.98669	55.87679	73.23867
1601483048.0	61.74918	56.41438	70.56075
1601483047.0	60.61443	54.87816	72.15163
1601483046.0	61.18195	53.63097	70.74963
1601483045.0	62.43445	57.55197	72.07191
1601483044.0	61.45782	55.78661	71.86211
1601483043.0	63.95766	55.44277	73.30733
1601483042.0	61.32092	55.3973	71.60995
1601483041.0	61.85667	54.86854	72.81703
1601483040.0	61.14852	54.42542	73.4731
1601483039.0	62.45504	58.10532	76.52976
1601483038.0	60.55079	55.28856	73.87918
1601483037.0	62.80794	59.13518	77.91295
1601483036.0	63.94393	56.189	77.38319
1601483035.0	61.52059	58.64017	78.14995
1601483034.0	64.14086	57.99169	79.46999
1601483033.0	61.09996	58.40608	78.45604
1601483032.0	61.88059	57.18787	79.01411
1601483031.0	64.60842	59.36172	80.21372
1601483030.0	63.46753	57.2384	77.42612
1601483029.0	62.92739	57.95474	77.86506
1601483028.0	64.03034	56.35146	78.50304
1601483027.0	64.00819	58.3013	76.75198
1601483026.0	62.34131	55.53811	78.349
1601483025.0	62.80954	54.60844	76.40119
1601483024.0	65.82415	54.75778	74.92292
1601483023.0	63.63991	56.03809	73.22467
1601483022.0	65.68896	58.46543	77.42176
1601483021.0	65.67534	54.35123	79.61709
1601483020.0	66.94714	57.95895	81.3848
1601483019.0	67.24683	57.95626	80.50641
1601483018.0	64.04809	56.17943	78.93369
1601483017.0	66.01511	57.84218	76.34354
1601483016.0	64.44155	56.52286	76.22896
1601483015.0	67.03027	57.14628	76.94812
1601483014.0	65.68678	56.42965	76.08859
1601483013.0	64.98888	56.40995	79.19607
1601483012.0	67.17927	57.68279	81.60064
1601483011.0	68.56488	56.34011	82.5052
1601483010.0	67.15546	57.72933	82.80981
1601483009.0	63.23757	57.9188	81.30896
1601483008.0	63.36633	54.21536	80.69097
1601483007.0	61.44919	55.74712	79.88076
1601483006.0	63.58233	52.186	79.52128
1601483005.0	63.92357	55.4374	78.55501
1601483004.0	65.52029	57.61829	80.78271
1601483003.0	64.61744	58.82649	80.00887
1601483002.0	65.30966	60.15313	84.64604
1601483001.0	65.49976	59.92886	82.71342
1601483000.0	63.76397	55.88808	80.05187
1601482999.0	62.37536	55.89794	80.04878
1601482998.0	63.46479	53.63878	80.41206
1601482997.0	61.46016	54.40156	78.74045
1601482996.0	65.09987	54.67244	80.22321
1601482995.0	66.81686	58.57684	82.25631
1601482994.0	67.07625	60.16855	85.3812
1601482993.0	64.0637	56.86845	87.71068
1601482992.0	64.98278	57.52469	88.85598
1601482991.0	63.9319	55.01382	89.61534
1601482990.0	62.69442	55.04201	82.64593
1601482989.0	65.59786	57.98065	81.47216
1601482988.0	65.19794	58.25526	79.00549
1601482987.0	65.68922	59.43298	78.25063
1601482986.0	66.2355	59.4174	76.32198
1601482985.0	67.57937	60.88394	77.95237
1601482984.0	66.88371	57.90265	77.28191
1601482983.0	65.18518	57.16896	77.108
1601482982.0	67.04308	56.83232	75.30887
1601482981.0	64.195	57.05645	75.43194
1601482980.0	65.36427	54.26351	77.80689
1601482979.0	65.6498	55.3311	77.87259
1601482978.0	64.92152	57.03849	77.38556
1601482977.0	66.38275	57.72019	79.01272
1601482976.0	64.87926	55.45377	78.58371
1601482975.0	66.86114	57.70418	76.00037
1601482974.0	64.90611	54.7599	75.29688
1601482973.0	66.88036	57.00228	75.89402
1601482972.0	65.85507	56.85192	76.59712
1601482971.0	66.32809	57.57436	76.76338
1601482970.0	66.05921	56.07973	80.89946
1601482969.0	65.68114	56.16903	76.44931
1601482968.0	65.9381	56.58762	73.94151
1601482967.0	65.57685	56.72479	74.46994
1601482966.0	66.29805	57.19343	73.04372
1601482965.0	64.20584	56.42871	75.18487
1601482964.0	64.83207	57.58254	75.66511
1601482963.0	67.40833	56.45259	75.52225
1601482962.0	66.0457	58.19459	73.03648
1601482961.0	67.14948	58.40688	73.59157
1601482960.0	64.74141	53.36143	76.26637
1601482959.0	65.36218	55.38459	78.37338
1601482958.0	65.16099	57.20855	77.71163
1601482957.0	63.92966	58.58678	73.90579
1601482956.0	63.80563	56.50624	75.30703
1601482955.0	64.56446	57.04279	74.86653
1601482954.0	64.00352	57.40463	74.91084
1601482953.0	65.7953	59.28392	76.05984
1601482952.0	64.89307	55.701	73.88169
1601482951.0	65.18344	58.36168	73.78784
1601482950.0	64.44627	58.25273	74.8394
1601482949.0	65.38377	58.45949	75.13757
1601482948.0	61.85562	58.21577	72.25447
1601482947.0	65.58801	57.01991	73.39707
1601482946.0	63.38305	56.78531	76.69075
1601482945.0	64.14898	57.39606	71.19026
1601482944.0	65.92077	58.12254	72.23098
1601482943.0	64.82506	58.29133	72.07172
1601482942.0	63.54584	57.36126	71.69578
1601482941.0	62.92109	58.22405	70.3428
1601482940.0	62.80884	57.74737	71.24709
1601482939.0	63.63907	56.78361	69.98646
1601482938.0	65.43539	57.46134	73.21603
1601482937.0	64.67732	57.41156	73.76179
1601482936.0	65.47918	57.13686	74.81352
1601482935.0	62.13023	57.15353	72.02144
1601482934.0	64.81229	57.18341	72.55232
1601482933.0	64.53143	56.41486	73.01437
1601482932.0	64.80502	56.56857	72.99435
1601482931.0	66.15365	58.44063	74.54988
1601482930.0	63.72004	56.44538	73.87492
1601482929.0	63.60244	56.76173	72.80236
1601482928.0	63.35303	54.91695	72.77307
1601482927.0	65.03037	57.31973	73.47186
1601482926.0	63.68246	58.09536	73.59012
1601482925.0	64.00761	57.19795	73.14317
1601482924.0	64.66412	55.08331	74.63372
1601482923.0	62.82355	54.98436	75.40649
1601482922.0	63.16091	55.4724	72.82421
1601482921.0	65.80629	56.81096	73.97593
1601482920.0	67.07926	59.10767	72.54121
1601482919.0	64.51833	57.24692	71.72167
1601482918.0	65.84456	56.26281	72.80152
1601482917.0	64.14789	54.53294	73.28352
1601482916.0	64.90267	57.32642	76.17644
1601482915.0	63.85342	57.82833	75.07024
1601482914.0	64.0476	57.41176	73.13596
1601482913.0	63.27768	58.66684	72.1468
1601482912.0	64.94211	58.0178	74.11809
1601482911.0	65.28536	58.4994	74.68542
1601482910.0	65.7831	57.07454	72.43185
1601482909.0	64.72417	55.26595	72.9052
1601482908.0	63.22266	57.49187	75.40484
1601482907.0	64.19799	58.77053	78.5501
1601482906.0	66.09808	57.21705	78.08849
1601482905.0	64.05585	57.01079	72.38158
1601482904.0	65.53392	57.94147	71.8232
1601482903.0	64.53661	56.4837	71.37003
1601482902.0	67.3872	57.96117	77.15555
1601482901.0	67.91624	59.34771	71.87418
1601482900.0	68.33064	57.72528	73.15286
1601482899.0	65.71819	58.41025	73.94591
1601482898.0	66.99194	58.81849	75.81078
1601482897.0	67.66208	60.54399	77.59119
1601482896.0	65.81689	58.23425	80.87667
1601482895.0	68.32826	59.06116	78.74337
1601482894.0	65.88429	58.44288	77.77617
1601482893.0	66.67882	59.2075	76.35348
1601482892.0	69.05272	59.53814	74.61835
1601482891.0	66.81519	60.67744	71.13898
1601482890.0	66.05177	60.08705	71.14968
1601482889.0	66.64227	60.1276	69.29823
1601482888.0	67.03962	60.94236	68.89571
1601482887.0	66.82418	61.99643	68.97614
1601482886.0	63.51768	61.36348	68.85309
1601482885.0	66.9404	63.90484	65.90575
1601482884.0	65.09855	63.46549	68.49903
1601482883.0	66.92433	65.72426	67.44108
1601482882.0	67.39775	65.65812	63.10012
1601482881.0	67.17306	64.72657	70.48717
1601482880.0	66.8457	65.09725	67.93231
1601482879.0	65.85757	62.75634	67.24226
1601482878.0	65.01098	61.6118	66.57554
1601482877.0	67.47571	64.6918	68.87737
1601482876.0	65.50269	63.44656	65.77918
1601482875.0	67.11958	63.68351	68.59055
1601482874.0	63.86186	63.54537	67.99054
1601482873.0	65.7779	61.93854	70.28956
1601482872.0	64.98409	61.92253	70.01992
1601482871.0	64.40131	62.82855	70.72871
1601482870.0	64.16608	61.64776	69.2487
1601482869.0	66.18946	62.32835	71.13094
1601482868.0	65.45874	61.81827	69.75042
1601482867.0	64.72101	61.75171	68.55954
1601482866.0	64.16259	61.47318	70.81122
1601482865.0	66.34203	63.69464	71.15753
1601482864.0	66.43185	61.04051	72.21687
1601482863.0	62.89673	60.64357	71.48379
1601482862.0	66.34366	61.00094	70.10922
1601482861.0	64.60186	61.62312	70.84869
1601482860.0	67.67767	63.70993	71.57844
1601482859.0	69.39358	65.7188	74.77163
1601482858.0	66.73376	62.23534	69.47629
1601482857.0	68.8647	64.3305	70.81431
1601482856.0	69.12159	65.18669	71.80185
1601482855.0	67.20473	62.37096	71.74562
1601482854.0	67.93822	64.42659	71.7392
1601482853.0	66.49692	64.24822	72.12624
1601482852.0	69.31084	65.08275	71.88787
1601482851.0	68.32249	65.60195	71.08205
1601482850.0	70.74538	68.28516	71.88534
1601482849.0	64.60005	64.58189	71.99592
1601482848.0	66.99991	65.36108	71.1448
1601482847.0	71.12244	68.1947	71.34014
1601482846.0	67.88687	67.67371	71.24225
1601482845.0	69.87295	67.14189	70.42726
1601482844.0	70.918	68.77977	70.62174
1601482843.0	68.34859	67.86968	68.70313
1601482842.0	70.59312	65.95455	70.34933
1601482841.0	68.23083	68.74026	69.75793
1601482840.0	67.59533	65.60202	68.6006
1601482839.0	70.67622	67.40636	69.95245
1601482838.0	71.27304	68.36147	71.35455
1601482837.0	67.47464	64.79723	72.1898
1601482836.0	67.28699	66.89496	70.55114
1601482835.0	67.79121	68.16116	71.96362
1601482834.0	66.87722	63.74941	69.82109
1601482833.0	70.31517	67.36971	73.9099
1601482832.0	67.69007	64.14807	70.81695
1601482831.0	68.85663	65.96168	69.12119
1601482830.0	69.64306	69.81094	68.88543
1601482829.0	71.04148	73.44769	67.45252
1601482828.0	69.49301	72.61544	68.05367
1601482827.0	67.21436	71.88056	70.04799
1601482826.0	67.52787	67.60992	69.46528
1601482825.0	69.05134	69.25909	69.12626
1601482824.0	67.1075	71.01073	68.15601
1601482823.0	69.61268	73.9012	69.17959
1601482822.0	69.95557	77.32796	69.83453
1601482821.0	69.56419	76.08061	68.15868
1601482820.0	70.57701	77.44985	66.39552
1601482819.0	68.08832	75.17548	68.76935
1601482818.0	66.82645	69.44602	68.18193
1601482817.0	67.03552	69.15794	66.32552
1601482816.0	70.12924	66.89281	68.34856
1601482815.0	69.02423	67.97286	68.36009
1601482814.0	66.97751	62.82516	69.64993
1601482813.0	66.80718	60.14065	69.62431
1601482812.0	67.30274	59.88467	71.73224
1601482811.0	62.95345	57.53192	72.7664
1601482810.0	65.71731	61.87875	67.17997
1601482809.0	64.4866	60.37725	66.97025
1601482808.0	65.74797	61.7748	67.79069
1601482807.0	65.54814	61.08485	70.16972
1601482806.0	66.55901	62.16565	72.1973
1601482805.0	68.47762	62.89641	68.58265
1601482804.0	68.48164	61.92368	71.36784
1601482803.0	67.63879	62.47995	72.0138
1601482802.0	65.3606	60.8779	73.0715
1601482801.0	63.54916	60.33992	69.81137
1601482800.0	66.05857	61.88525	68.11285
1601482799.0	65.31086	59.77269	69.86386
1601482798.0	64.77667	60.5522	71.84006
1601482797.0	66.40714	62.21573	73.48514
1601482796.0	65.08369	61.29068	72.77337
1601482795.0	62.64944	59.02983	72.60861
1601482794.0	66.97193	60.71002	68.92878
1601482793.0	66.92001	61.18034	68.52148
1601482792.0	65.83386	59.95798	71.97519
1601482791.0	67.18411	62.29729	74.00017
1601482790.0	65.18676	62.27922	73.60931
1601482789.0	63.58764	60.12742	72.21511
1601482788.0	65.23621	59.7714	69.90256
1601482787.0	65.75941	61.50963	70.34137
1601482786.0	66.99802	61.77485	67.37051
1601482785.0	64.7747	60.62079	70.42909
1601482784.0	67.59723	62.10852	71.48745
1601482783.0	67.77739	62.76536	71.80583
1601482782.0	66.62074	62.14338	71.71918
1601482781.0	64.18945	60.77726	72.30255
1601482780.0	59.92651	57.91561	69.29941
1601482779.0	64.42281	60.31594	67.96548
1601482778.0	62.64331	58.89762	71.549
1601482777.0	63.79408	58.49546	74.20216
1601482776.0	66.89182	59.35839	73.71586
1601482775.0	64.67941	59.09964	73.52271
1601482774.0	66.3785	60.95531	71.85374
1601482773.0	66.4238	60.11191	71.78297
1601482772.0	66.27836	60.67142	73.3205
1601482771.0	67.38524	61.94149	73.81804
1601482770.0	67.15145	62.9665	74.85278
1601482769.0	66.61146	59.51261	74.86967
1601482768.0	62.59523	58.29418	72.04275
1601482767.0	65.55519	59.12603	68.33037
1601482766.0	66.77641	59.51261	66.7498
1601482765.0	65.82738	60.37732	67.58753
1601482764.0	65.60784	59.71066	70.96854
1601482763.0	64.18945	59.27213	70.9007
1601482762.0	64.5095	58.84325	72.61997
1601482761.0	64.33675	59.35519	70.24991
1601482760.0	67.18765	60.04369	65.54863
1601482759.0	64.91125	59.85881	68.93623
1601482758.0	65.04088	58.96622	71.59946
1601482757.0	64.90997	60.56805	72.23271
1601482756.0	64.76752	59.00344	71.9387
1601482755.0	63.89707	61.31333	69.94678
1601482754.0	63.78837	58.05783	67.30596
1601482753.0	63.76513	58.87276	71.73747
1601482752.0	65.03114	58.42578	71.77943
1601482751.0	66.36474	59.65659	72.133
1601482750.0	64.65213	58.25692	72.3904
1601482749.0	63.54438	58.09205	70.45118
1601482748.0	64.0161	59.08738	70.77415
1601482747.0	63.27312	58.42626	68.61664
1601482746.0	61.42589	56.89855	70.35651
1601482745.0	65.44993	59.22104	70.93037
1601482744.0	64.17973	57.48064	75.0695
1601482743.0	66.17949	58.39171	74.32826
1601482742.0	65.05145	59.79657	75.52895
1601482741.0	65.83358	58.9235	74.15888
1601482740.0	61.40771	56.66574	71.52239
1601482739.0	65.16592	59.66184	71.33323
1601482738.0	64.23785	58.18092	68.3513
1601482737.0	63.6378	57.59097	74.09058
1601482736.0	60.17478	55.40821	70.69248
1601482735.0	62.80277	54.98476	72.10621
1601482734.0	64.07278	57.84049	73.80306
1601482733.0	63.24154	56.44732	71.9467
1601482732.0	64.91222	58.014	72.42415
1601482731.0	64.23958	58.12973	70.5798
1601482730.0	67.90955	61.46598	69.37683
1601482729.0	67.087	61.02464	69.22073
1601482728.0	65.04816	60.05543	68.55287
1601482727.0	68.87892	63.66061	69.27445
1601482726.0	67.15292	62.85514	69.31484
1601482725.0	69.06213	66.25089	71.82463
1601482724.0	69.5156	65.08214	71.34662
1601482723.0	70.00688	65.92841	71.85062
1601482722.0	70.68601	65.797	72.73434
1601482721.0	65.90548	64.16172	67.92261
1601482720.0	67.61535	69.19334	69.75082
1601482719.0	67.84996	67.86681	67.97389
1601482718.0	68.69349	70.92698	67.24666
1601482717.0	67.62948	70.10093	66.31863
1601482716.0	69.23334	75.19046	67.40279
1601482715.0	69.82224	75.64935	67.32495
1601482714.0	70.44832	74.76045	68.34051
1601482713.0	70.59453	77.04073	65.25863
1601482712.0	66.70918	74.12849	66.3074
1601482711.0	68.35719	77.39181	69.39281
1601482710.0	68.82887	75.99416	69.37181
1601482709.0	67.3109	76.01879	66.93666
1601482708.0	69.51553	77.28823	65.34216
1601482707.0	71.38712	76.02016	64.65195
1601482706.0	69.19952	74.10709	62.86092
1601482705.0	68.97986	77.17114	63.46659
1601482704.0	69.45493	77.31993	64.44398
1601482703.0	67.4319	79.0191	69.2331
1601482702.0	71.41023	77.73513	67.75228
1601482701.0	69.8288	80.73074	67.20961
1601482700.0	70.74964	77.59239	66.73518
1601482699.0	66.251	75.23954	65.56634
1601482698.0	68.59202	76.7969	69.77175
1601482697.0	68.09702	77.16699	65.22932
1601482696.0	69.43282	76.29892	64.93022
1601482695.0	68.93716	76.11329	64.8382
1601482694.0	68.89201	77.8074	65.38757
1601482693.0	69.2812	77.67059	67.04527
1601482692.0	70.90532	77.67696	67.54566
1601482691.0	69.44211	76.22738	66.64704
1601482690.0	71.53172	72.10705	66.82804
1601482689.0	72.3438	68.96679	64.56072
1601482688.0	73.67859	66.89233	65.19479
1601482687.0	74.5236	64.22012	66.43748
1601482686.0	74.9276	63.03738	66.23285
1601482685.0	74.70829	62.95613	66.4949
1601482684.0	72.74599	58.10582	62.80225
1601482683.0	73.14432	56.07291	63.74063
1601482682.0	73.26333	55.911	60.98946
1601482681.0	69.53371	57.26532	61.64179
1601482680.0	71.58234	58.27459	65.25506
1601482679.0	71.52471	57.49668	64.39375
1601482678.0	72.51526	56.94248	62.10801
1601482677.0	72.29774	58.88874	62.85111
1601482676.0	72.45916	58.02353	64.11948
1601482675.0	73.74767	57.45272	62.55442
1601482674.0	71.10843	56.35024	63.27807
1601482673.0	70.44297	58.148	63.0039
1601482672.0	69.43493	57.7578	63.46643
1601482671.0	71.22702	56.84826	63.4888
1601482670.0	72.98542	59.13667	62.17304
1601482669.0	71.87401	58.49107	65.33156
1601482668.0	71.84129	56.28876	63.70573
1601482667.0	69.33464	57.51587	62.96165
1601482666.0	72.20895	58.57915	63.45185
1601482665.0	73.02625	57.96143	62.53582
1601482664.0	69.32891	57.57508	59.39688
1601482663.0	69.72087	55.95561	60.06264
1601482662.0	70.96532	56.04584	61.37981
1601482661.0	70.17657	56.38633	63.10211
1601482660.0	69.90203	54.11458	58.43516
1601482659.0	70.85641	55.12722	56.73061
1601482658.0	69.72146	55.4678	56.41373
1601482657.0	69.50608	54.04879	59.03965
1601482656.0	68.1979	54.52716	58.60501
1601482655.0	67.0674	54.95262	59.48804
1601482654.0	68.55887	55.49942	60.74438
1601482653.0	70.60092	56.51076	61.91561
1601482652.0	72.4556	57.35596	62.85009
1601482651.0	71.30804	56.68459	64.08747
1601482650.0	72.39793	56.41827	61.29987
1601482649.0	73.82421	58.25143	61.53033
1601482648.0	73.62991	57.78988	62.27393
1601482647.0	71.64624	56.2047	62.04355
1601482646.0	71.79794	53.86882	61.79299
1601482645.0	70.44392	55.44999	61.65456
1601482644.0	73.53694	55.71826	63.35025
1601482643.0	73.53037	58.20755	61.69682
1601482642.0	73.82397	57.80427	64.55981
1601482641.0	72.20237	57.61433	62.93555
1601482640.0	74.29565	59.74453	64.46992
1601482639.0	74.21294	57.32716	61.07369
1601482638.0	72.71328	58.9353	60.97642
1601482637.0	74.39083	58.40158	62.86061
1601482636.0	74.70036	56.37926	63.50312
1601482635.0	75.32323	57.83401	62.66414
1601482634.0	75.21217	58.3357	62.69059
1601482633.0	76.16956	58.92587	63.1267
1601482632.0	74.10545	58.54558	60.97245
1601482631.0	69.44106	54.84311	57.16877
1601482630.0	69.95349	55.38912	56.60246
1601482629.0	67.05196	55.5281	58.39321
1601482628.0	68.39008	55.55215	60.61827
1601482627.0	69.4059	53.91281	60.08427
1601482626.0	69.99429	56.74911	60.10638
1601482625.0	71.60937	55.33138	59.86765
1601482624.0	72.73659	56.89091	58.57529
1601482623.0	74.91077	56.93806	61.90625
1601482622.0	72.11939	55.84533	61.02937
1601482621.0	71.90583	57.24258	59.44864
1601482620.0	71.71889	56.05187	59.11388
1601482619.0	70.7671	55.99971	59.98572
1601482618.0	73.87605	57.94046	60.68503
1601482617.0	73.54436	57.57492	59.30304
1601482616.0	74.04059	58.72422	59.22704
1601482615.0	72.45257	58.81419	60.13254
1601482614.0	71.77054	56.3315	59.71094
1601482613.0	69.62757	53.75825	61.39157
1601482612.0	72.67615	57.54055	60.36642
1601482611.0	71.82589	57.66029	58.89305
1601482610.0	73.82274	57.22564	62.76752
1601482609.0	77.93075	56.71526	62.01075
1601482608.0	76.55002	59.42792	64.13511
1601482607.0	77.64867	58.84195	63.23294
1601482606.0	77.33257	57.95845	62.47718
1601482605.0	77.77322	59.65321	63.51237
1601482604.0	77.145	59.74846	62.73523
1601482603.0	78.50108	57.67266	63.46731
1601482602.0	78.36032	57.28187	62.01576
1601482601.0	77.77308	58.31295	60.58445
1601482600.0	76.70678	58.28234	59.15592
1601482599.0	76.82955	59.80278	63.41987
1601482598.0	77.97944	57.01925	62.57789
1601482597.0	79.5182	59.28503	63.7274
1601482596.0	79.90935	58.83754	62.12155
1601482595.0	79.84958	58.40966	62.12453
1601482594.0	79.62118	59.51814	62.93319
1601482593.0	79.91486	59.42001	65.42043
1601482592.0	80.8363	60.24677	63.88005
1601482591.0	80.21988	57.50617	61.8587
1601482590.0	79.17721	56.40774	62.58373
1601482589.0	82.60161	61.40147	66.02803
1601482588.0	81.01346	58.46898	62.76436
1601482587.0	78.16623	59.0654	63.25632
1601482586.0	80.03701	59.50259	60.91066
1601482585.0	77.82732	59.33532	59.15802
1601482584.0	76.59484	58.48858	61.31326
1601482583.0	77.02073	60.25257	60.98472
1601482582.0	79.6929	59.26827	62.54348
1601482581.0	82.25698	60.72883	64.67465
1601482580.0	81.56606	59.84954	64.37955
1601482579.0	83.15899	61.25967	64.62215
1601482578.0	82.20651	58.51742	64.3029
1601482577.0	82.34713	58.14423	63.71267
1601482576.0	83.70442	58.77654	62.80276
1601482575.0	81.07624	59.03255	63.87183
1601482574.0	83.26407	59.35467	64.77551
1601482573.0	81.67252	58.65334	63.61015
1601482572.0	83.78638	57.35754	61.39873
1601482571.0	82.90604	56.85921	63.69613
1601482570.0	83.11133	60.01645	63.84647
1601482569.0	84.30009	58.89951	64.06728
1601482568.0	85.89044	58.57018	62.12859
1601482567.0	85.07655	61.09025	64.37235
1601482566.0	83.4285	59.35835	63.85071
1601482565.0	82.55097	57.05893	62.53555
1601482564.0	79.40553	56.59762	60.53297
1601482563.0	76.79044	56.60758	62.78009
1601482562.0	73.94447	55.44642	61.17304
1601482561.0	72.36517	56.28796	60.13941
1601482560.0	72.60339	56.841	62.20097
1601482559.0	70.76337	55.92097	61.14717
1601482558.0	68.46489	53.13419	58.96957
1601482557.0	68.98826	53.81528	60.24123
1601482556.0	70.42095	54.4345	62.24925
1601482555.0	65.10812	52.30103	57.2261
1601482554.0	66.11383	52.32116	58.23412
1601482553.0	66.39153	53.45434	57.05798
1601482552.0	69.16763	53.87185	60.1869
1601482551.0	69.91373	53.99156	61.07747
